year,team,SRS,SOS,FG,OPP_FG,FGA,OPP_FGA,3P,OPP_3P,3PA,OPP_3PA,2P,OPP_2P,2PA,OPP_2PA,FT,OPP_FT,FTA,OPP_FTA,ORB,OPP_ORB,DRB,OPP_DRB,TRB,OPP_TRB,AST,OPP_AST,STL,OPP_STL,BLK,OPP_BLK,TOV,OPP_TOV,PF,OPP_PF,FG%,OPP_FG%,3P%,OPP_3P%,2P%,OPP_2P%,eFG%,OPP_eFG%,FT%,OPP_FT%
2014,new-mexico-state,6.16,-2.58,26.0,24.0,52.94,59.83,5.4,4.46,14.49,13.57,20.6,19.54,38.46,46.26,19.8,14.46,28.77,19.8,10.83,10.09,24.06,18.34,34.89,28.43,13.17,9.46,4.71,5.51,6.29,2.37,12.6,10.89,16.91,22.51,0.5,0.4,0.38,0.32,0.54,0.43,0.55,0.44,0.7,0.72
2014,baylor,15.8,10.11,25.54,24.46,56.06,57.69,7.57,6.94,19.4,19.14,17.97,17.51,36.66,38.54,16.54,12.51,24.63,18.37,12.54,10.4,22.77,18.71,35.31,29.11,15.0,15.14,5.23,5.4,5.54,2.71,11.74,10.23,17.26,18.91,0.46,0.43,0.39,0.36,0.49,0.46,0.53,0.49,0.67,0.67
2014,nebraska,10.13,8.5,22.45,21.9,52.58,52.16,5.94,5.94,17.52,18.61,16.52,15.97,35.06,33.55,16.16,15.13,22.48,22.45,7.39,8.45,22.71,23.42,30.1,31.87,9.58,11.13,6.87,5.19,2.97,3.19,10.61,12.03,20.29,18.9,0.43,0.42,0.34,0.31,0.47,0.48,0.49,0.48,0.72,0.67
2014,creighton,18.03,7.17,27.48,23.91,55.09,56.67,10.36,6.64,24.61,19.73,17.12,17.27,30.48,36.94,14.21,12.97,18.91,18.67,7.21,8.7,24.03,20.7,31.24,29.39,17.73,12.15,4.09,4.97,1.39,2.73,9.76,9.76,17.64,18.7,0.5,0.42,0.42,0.33,0.56,0.47,0.6,0.48,0.76,0.69
2014,louisiana-lafayette,2.91,-0.28,28.32,25.85,60.62,58.18,7.12,5.76,19.24,17.38,21.21,20.09,41.38,40.79,17.68,17.74,26.35,25.41,12.15,9.59,23.18,21.59,35.32,31.18,13.65,11.59,7.26,6.24,4.09,5.32,13.41,13.85,21.0,21.32,0.47,0.45,0.37,0.33,0.51,0.5,0.53,0.5,0.67,0.7
2014,oregon,15.75,8.05,27.41,24.66,58.56,55.81,7.78,5.69,19.84,17.62,19.62,18.97,38.72,38.19,19.25,19.0,25.12,26.78,9.06,8.91,21.97,21.06,31.03,29.97,14.44,12.28,7.94,5.03,3.38,3.88,11.53,13.75,21.25,20.44,0.47,0.44,0.4,0.33,0.51,0.49,0.54,0.49,0.77,0.71
2014,brigham-young,11.63,5.72,29.18,26.71,62.5,62.38,5.06,7.56,14.12,22.09,24.12,19.15,48.38,40.29,20.79,16.06,30.15,22.71,11.21,9.5,26.21,22.59,37.41,32.09,15.59,14.53,7.26,6.15,3.03,4.21,11.32,12.56,19.56,22.88,0.47,0.43,0.35,0.35,0.5,0.48,0.51,0.49,0.69,0.7
2014,wisconsin,19.69,10.19,24.21,24.55,52.88,56.82,7.76,4.94,20.79,14.39,16.45,19.61,32.09,42.42,17.36,10.55,23.33,14.7,7.58,7.88,23.12,21.36,30.7,29.24,12.12,9.7,5.0,4.24,3.52,2.88,7.82,9.85,14.94,20.42,0.46,0.43,0.38,0.35,0.51,0.46,0.53,0.48,0.73,0.72
2014,american,0.69,-3.25,23.03,20.16,46.56,49.03,6.34,4.72,16.59,15.06,16.69,15.44,29.97,33.97,11.53,13.59,16.25,20.19,6.22,7.97,21.28,18.31,27.5,26.28,15.12,10.09,6.03,7.03,3.44,2.44,13.34,11.81,17.22,17.62,0.5,0.42,0.39,0.32,0.56,0.46,0.57,0.46,0.72,0.67
2015,villanova,23.13,7.55,25.32,22.12,53.91,54.59,9.0,5.47,23.15,17.74,16.32,16.65,30.76,36.85,16.62,11.18,22.85,16.56,9.03,8.15,22.5,19.56,31.53,27.71,15.91,11.88,7.79,5.65,4.03,2.68,10.74,13.74,16.53,19.68,0.47,0.41,0.39,0.3,0.53,0.45,0.55,0.46,0.72,0.66
2015,lafayette,-3.37,-3.12,26.59,26.56,54.5,58.25,8.03,8.22,19.44,21.81,18.56,18.34,35.06,36.44,12.97,11.03,16.94,15.81,7.56,10.12,21.03,20.28,28.59,30.41,15.59,13.66,5.59,5.94,2.56,3.03,10.72,10.72,15.75,16.78,0.49,0.46,0.41,0.38,0.53,0.51,0.57,0.53,0.75,0.68
2015,north-carolina-state,14.11,9.72,24.85,22.94,56.82,56.88,6.64,5.91,18.36,17.82,18.21,17.03,38.45,39.06,14.06,13.64,20.58,19.39,10.48,9.39,23.79,21.48,34.27,30.88,11.61,11.82,3.97,5.33,5.3,3.88,10.36,9.91,17.58,19.24,0.44,0.41,0.36,0.34,0.48,0.44,0.5,0.46,0.69,0.71
2015,louisiana-state,11.39,5.63,27.12,24.88,59.44,62.06,5.75,5.62,16.97,17.97,21.38,19.25,42.47,44.09,13.69,12.34,19.88,18.66,10.31,11.72,25.59,22.28,35.91,34.0,15.69,11.72,7.34,8.19,6.19,3.78,14.44,13.5,15.81,17.78,0.46,0.4,0.34,0.31,0.5,0.44,0.51,0.45,0.7,0.66
2015,northern-iowa,12.54,2.0,22.27,19.42,46.12,49.64,7.33,5.97,18.42,18.91,14.94,13.45,27.7,30.73,13.48,9.48,18.58,13.27,6.06,7.27,22.21,18.67,28.27,25.94,11.94,9.3,5.94,4.94,2.48,2.3,10.24,10.94,14.36,18.55,0.49,0.39,0.4,0.31,0.55,0.44,0.57,0.45,0.74,0.71
2015,wyoming,3.81,-0.04,21.35,20.35,46.26,50.74,5.88,6.18,18.24,18.0,15.47,14.18,28.03,32.74,13.09,9.09,18.5,13.06,5.18,6.62,21.74,20.26,26.91,26.88,14.32,10.0,5.56,5.24,2.91,2.29,10.76,10.56,13.65,18.56,0.46,0.4,0.32,0.34,0.55,0.43,0.53,0.46,0.7,0.68
2015,louisville,18.12,8.98,24.47,21.12,57.09,54.38,5.66,5.0,18.59,17.09,18.81,16.12,38.5,37.28,14.62,12.28,22.16,18.84,12.06,9.88,24.5,23.25,36.56,33.12,11.69,11.72,8.31,5.97,5.5,2.69,11.69,14.19,17.72,19.41,0.43,0.39,0.3,0.28,0.49,0.44,0.48,0.44,0.67,0.65
2015,california-irvine,3.63,0.45,25.15,21.7,54.52,55.24,6.42,5.42,16.48,15.97,18.73,16.27,38.03,39.27,11.15,13.48,16.33,19.52,8.39,9.94,23.45,21.15,31.85,31.09,14.24,10.76,5.73,5.79,5.03,2.85,11.39,11.18,17.18,16.88,0.46,0.4,0.4,0.34,0.49,0.42,0.52,0.44,0.68,0.68
2015,providence,13.71,9.5,24.48,22.48,55.45,53.39,4.88,6.36,15.76,19.12,19.61,16.12,39.7,34.27,16.36,14.15,23.06,20.58,9.94,8.3,22.15,20.7,32.09,29.0,14.09,12.18,7.21,5.7,4.67,3.12,11.67,12.85,18.36,19.39,0.44,0.42,0.3,0.33,0.5,0.48,0.49,0.48,0.71,0.67
2015,dayton,10.98,4.06,22.73,22.15,49.09,52.67,6.45,5.48,18.33,17.3,16.27,16.67,30.76,35.36,16.3,11.12,23.91,16.39,5.91,7.85,22.82,21.97,28.73,29.82,13.82,12.12,6.97,5.21,2.55,3.61,11.21,13.27,15.91,20.09,0.46,0.42,0.34,0.32,0.53,0.47,0.53,0.48,0.69,0.67
2015,oklahoma,18.65,9.94,25.56,22.72,58.56,59.0,6.75,6.16,19.66,19.91,18.81,16.56,38.91,39.09,14.06,11.16,19.12,17.06,9.5,10.62,25.94,23.09,35.44,33.72,12.5,11.12,6.91,6.53,5.03,3.97,12.0,13.56,16.41,17.91,0.44,0.39,0.35,0.31,0.49,0.42,0.49,0.44,0.74,0.64
2015,albany-ny,-0.34,-5.18,22.06,21.0,50.16,50.0,6.16,7.59,17.09,20.81,15.91,13.41,33.06,29.19,15.22,10.62,20.0,15.19,8.28,6.81,21.91,18.12,30.19,24.94,10.44,11.56,5.66,4.78,1.62,3.44,11.53,12.28,16.5,18.88,0.44,0.42,0.36,0.37,0.49,0.46,0.51,0.5,0.73,0.72
2015,michigan-state,17.46,10.0,26.5,21.41,56.24,53.56,7.53,6.12,19.5,18.91,18.97,15.29,36.74,34.65,11.35,14.47,17.94,20.18,10.26,7.0,24.79,20.32,35.06,27.32,17.12,10.82,5.32,5.71,4.56,2.68,11.29,10.59,18.53,18.0,0.47,0.4,0.39,0.32,0.52,0.45,0.54,0.46,0.63,0.71
2015,georgia,12.42,8.6,22.75,22.09,52.28,57.03,5.62,6.25,16.38,20.19,17.12,15.84,35.91,36.84,17.22,13.75,25.0,19.56,9.41,8.88,25.53,21.28,34.94,30.16,12.59,10.34,5.59,6.06,4.66,3.81,12.5,10.78,18.34,20.59,0.44,0.39,0.35,0.31,0.48,0.43,0.49,0.44,0.69,0.71
2015,virginia,21.73,7.81,23.78,18.06,51.38,50.0,5.06,5.53,14.03,18.25,18.72,12.53,37.34,31.75,12.72,9.03,17.59,13.97,9.22,6.69,23.91,18.62,33.12,25.31,12.91,9.03,5.59,5.09,4.28,2.66,9.31,10.25,14.25,16.0,0.47,0.36,0.37,0.3,0.5,0.4,0.51,0.42,0.72,0.65
2015,belmont,0.35,-2.77,25.97,25.88,54.56,57.25,10.03,7.25,26.28,21.09,15.94,18.62,28.28,36.16,12.5,11.34,18.09,16.06,7.78,8.97,22.75,21.09,30.53,30.06,15.38,13.19,6.41,6.62,2.0,3.56,13.47,12.66,16.44,19.16,0.48,0.45,0.38,0.35,0.56,0.52,0.57,0.52,0.7,0.71
2015,kentucky,28.72,8.67,25.97,19.15,55.41,54.0,5.44,4.59,15.56,16.76,20.53,14.56,39.85,37.24,17.53,11.09,24.26,17.09,11.65,9.26,23.79,17.53,35.44,26.79,14.71,7.68,6.56,4.68,6.88,2.32,10.47,13.56,17.03,19.88,0.47,0.36,0.35,0.28,0.52,0.4,0.52,0.4,0.72,0.63
2015,hampton,-8.25,-7.08,22.82,22.55,55.97,54.58,5.67,5.7,18.64,16.55,17.15,16.85,37.33,38.03,15.85,17.21,24.3,25.06,10.45,9.0,23.67,23.36,34.12,32.36,10.61,10.15,6.67,5.39,4.09,3.76,13.88,13.73,21.55,20.42,0.41,0.42,0.31,0.34,0.46,0.45,0.46,0.47,0.64,0.69
2015,cincinnati,10.72,4.39,22.38,20.44,49.41,52.44,5.03,5.75,15.09,17.5,17.34,14.69,34.31,34.94,12.59,8.66,18.69,13.34,9.72,8.88,21.47,17.28,31.19,26.16,11.88,11.09,6.56,5.53,5.44,2.75,12.19,11.69,14.66,17.12,0.46,0.39,0.34,0.32,0.51,0.42,0.51,0.45,0.67,0.66
2015,purdue,12.93,7.64,24.27,21.94,53.58,54.76,5.79,5.94,17.3,16.97,18.48,16.0,36.27,37.79,15.61,14.7,22.79,21.09,10.0,8.61,22.97,18.73,32.97,27.33,14.91,11.3,5.45,6.91,5.33,3.18,12.76,11.24,18.88,20.27,0.45,0.4,0.33,0.35,0.51,0.42,0.51,0.46,0.67,0.69
2015,west-virginia,15.12,9.29,25.41,21.78,61.72,46.5,6.66,5.41,20.91,14.78,18.75,16.38,40.81,31.72,16.47,17.88,24.94,26.03,14.44,7.81,18.53,22.62,32.97,30.44,14.53,11.69,10.94,5.78,2.84,4.03,12.88,19.25,23.34,22.41,0.41,0.47,0.32,0.37,0.46,0.52,0.47,0.53,0.65,0.69
2015,buffalo,7.93,1.6,25.53,24.16,58.69,57.25,6.03,7.19,17.72,21.78,19.5,16.97,40.97,35.47,17.91,12.78,24.81,19.31,10.84,9.28,24.03,22.75,34.88,32.03,13.16,11.91,7.62,6.16,4.03,3.38,11.25,13.5,18.25,21.0,0.43,0.42,0.34,0.33,0.48,0.48,0.49,0.49,0.73,0.68
2015,maryland,13.31,7.63,22.45,22.91,51.3,57.88,7.3,6.76,19.61,21.61,15.15,16.15,31.7,36.27,17.27,10.67,22.82,16.15,7.79,9.61,24.39,20.85,32.18,30.45,10.91,10.97,4.85,5.45,4.21,3.12,11.88,10.97,16.52,20.18,0.44,0.4,0.37,0.31,0.48,0.45,0.51,0.46,0.76,0.65
2015,valparaiso,6.29,-2.0,24.76,20.3,53.94,53.39,6.79,6.64,17.97,20.21,17.97,13.67,35.97,33.18,13.52,12.03,19.94,17.12,9.85,7.64,24.06,19.09,33.91,26.73,13.06,11.48,6.0,6.76,4.73,3.18,12.24,12.0,16.45,18.24,0.46,0.38,0.38,0.33,0.5,0.41,0.52,0.44,0.68,0.71
2015,butler,16.64,8.62,24.28,21.91,55.34,52.62,5.75,5.47,16.06,17.84,18.53,16.44,39.28,34.78,15.25,11.91,22.44,17.53,9.84,6.69,22.78,20.75,32.62,27.44,11.5,11.19,6.38,5.47,2.94,4.31,11.16,12.47,17.56,19.16,0.44,0.42,0.37,0.3,0.47,0.48,0.5,0.47,0.67,0.68
2015,texas,16.16,9.07,23.61,20.79,54.15,56.42,6.24,6.06,18.39,17.42,17.36,14.73,35.76,39.0,14.48,12.76,19.97,19.3,10.88,8.55,26.09,18.12,36.97,26.67,13.18,10.42,3.76,6.33,7.88,3.06,12.42,8.7,16.15,18.73,0.44,0.37,0.34,0.35,0.49,0.38,0.5,0.42,0.72,0.67
2015,notre-dame,19.23,7.02,27.79,24.91,54.5,58.35,8.26,6.26,21.06,19.03,19.53,18.65,33.44,39.32,14.97,9.56,20.24,13.62,7.21,9.65,23.26,20.32,30.47,29.97,15.12,12.74,6.88,5.18,3.56,2.24,9.29,11.12,14.21,16.97,0.51,0.43,0.39,0.34,0.59,0.47,0.59,0.48,0.73,0.7
2015,northeastern,2.03,-1.34,23.85,24.94,49.12,56.03,5.88,5.62,15.15,16.32,17.97,19.32,33.97,39.71,15.0,9.5,20.68,13.82,7.15,6.97,23.38,18.91,30.53,25.88,14.26,12.29,5.32,7.06,3.79,3.35,13.35,9.74,14.24,18.53,0.49,0.45,0.41,0.34,0.53,0.49,0.55,0.5,0.73,0.68
2015,wichita-state,15.56,3.68,24.5,19.28,54.88,48.47,7.0,5.03,19.34,14.66,17.5,14.25,35.53,33.81,13.72,12.22,19.94,18.0,10.09,6.25,21.91,19.5,32.0,25.75,13.91,8.69,7.03,3.97,3.81,3.38,9.0,12.97,16.69,17.97,0.45,0.4,0.35,0.33,0.49,0.42,0.51,0.45,0.67,0.68
2015,indiana,12.94,7.2,27.24,26.52,58.48,58.33,9.33,5.88,23.15,17.91,17.91,20.64,35.33,40.42,13.67,12.52,19.12,18.7,10.12,9.3,22.88,20.64,33.0,29.94,14.03,12.7,5.06,6.06,3.18,4.24,11.15,10.64,17.55,18.33,0.47,0.46,0.4,0.33,0.51,0.52,0.55,0.51,0.71,0.65
2015,kansas,18.47,12.13,24.18,22.94,54.97,58.15,5.82,5.74,15.53,18.56,18.35,17.21,39.44,39.59,17.03,13.06,23.65,19.53,10.35,10.68,24.71,20.85,35.06,31.53,13.26,11.21,6.53,6.35,5.03,5.12,12.59,11.56,17.62,19.41,0.44,0.4,0.35,0.3,0.47,0.44,0.49,0.45,0.71,0.67
2015,new-mexico-state,3.71,-3.67,23.88,22.03,51.27,52.24,4.85,3.64,13.18,12.36,19.03,18.39,38.09,39.88,15.88,11.64,22.88,16.88,11.52,8.36,21.67,17.03,33.18,25.39,12.06,10.73,6.33,5.42,3.67,2.21,13.82,12.91,15.94,19.24,0.47,0.42,0.37,0.29,0.5,0.46,0.51,0.46,0.69,0.7
2015,duke,24.97,9.87,28.61,25.12,56.97,58.52,7.58,5.18,19.64,16.18,21.03,19.94,37.33,42.33,15.82,10.15,22.88,14.64,10.88,9.39,23.85,19.36,34.73,28.76,15.52,11.97,7.18,5.7,3.76,3.15,11.09,12.36,16.0,19.3,0.5,0.43,0.39,0.31,0.56,0.47,0.57,0.47,0.69,0.68
2015,robert-morris,-3.02,-3.5,24.3,23.58,54.48,55.61,6.39,6.73,16.82,20.12,17.91,16.85,37.67,35.48,14.0,13.85,19.61,20.91,8.82,11.39,21.27,21.45,30.09,32.85,12.24,14.48,8.55,6.55,2.94,3.45,13.45,14.18,18.55,17.97,0.45,0.42,0.39,0.33,0.48,0.47,0.51,0.49,0.72,0.66
2015,san-diego-state,11.81,4.24,22.24,19.38,53.09,51.47,5.24,5.06,16.35,16.68,17.0,14.32,36.74,34.79,12.09,9.32,19.21,13.41,10.24,8.09,21.26,20.44,31.5,28.53,10.59,9.12,6.94,5.41,5.03,3.85,11.15,12.53,14.29,16.74,0.42,0.38,0.33,0.3,0.47,0.41,0.47,0.43,0.62,0.68
2015,st-johns-ny,11.85,9.04,25.25,24.0,57.22,59.22,6.09,6.91,17.25,21.09,19.16,17.09,39.97,38.12,14.62,12.72,21.12,19.34,8.69,11.12,23.31,24.12,32.0,35.25,12.56,13.53,7.47,5.16,6.5,3.41,10.53,12.97,17.69,18.72,0.44,0.41,0.35,0.33,0.48,0.45,0.5,0.47,0.69,0.64
2015,utah,20.98,7.42,24.62,20.09,50.75,52.53,7.72,4.75,19.09,14.91,16.91,15.34,31.66,37.62,15.12,12.0,21.62,17.78,8.06,7.88,24.28,18.28,32.34,26.16,14.31,8.88,5.94,5.5,5.03,3.22,11.12,11.5,16.69,19.62,0.49,0.38,0.42,0.3,0.53,0.41,0.56,0.43,0.7,0.67
2015,stephen-f-austin,8.61,-4.2,27.09,21.58,55.12,49.3,7.79,4.55,20.18,13.67,19.3,17.03,34.94,35.64,17.48,16.82,23.82,24.24,10.55,7.94,21.39,18.0,31.94,25.94,17.79,10.24,7.64,5.94,3.61,3.21,13.76,16.88,21.7,21.79,0.49,0.44,0.39,0.33,0.55,0.48,0.56,0.48,0.73,0.69
2015,georgetown,15.48,9.81,24.19,20.97,53.23,52.06,5.84,6.55,16.81,18.26,18.35,14.42,36.42,33.81,16.48,16.16,23.48,22.87,9.94,8.71,22.61,20.0,32.55,28.71,13.16,11.23,7.74,6.19,4.9,3.74,12.45,13.16,20.16,20.16,0.46,0.41,0.35,0.35,0.51,0.43,0.51,0.47,0.7,0.71
2015,eastern-washington,0.79,-3.84,27.97,25.76,58.26,57.44,9.85,7.88,24.47,20.5,18.12,17.88,33.79,36.94,14.97,14.24,20.71,19.88,8.65,9.15,22.85,22.41,31.5,31.56,13.18,14.91,6.35,5.5,4.85,3.82,10.68,12.09,17.65,18.88,0.48,0.45,0.41,0.39,0.54,0.48,0.57,0.52,0.72,0.72
2015,southern-methodist,12.94,3.57,24.61,20.33,51.36,53.58,4.18,7.82,11.64,24.33,20.42,12.52,39.73,29.24,16.03,11.27,22.73,16.61,10.09,8.7,23.88,18.21,33.97,26.91,15.52,12.45,6.85,6.67,4.3,3.61,12.27,12.15,16.27,18.94,0.48,0.38,0.36,0.33,0.52,0.44,0.52,0.46,0.7,0.69
2015,ucla,12.07,8.27,25.73,23.61,58.39,56.55,6.21,7.85,17.09,22.09,19.52,15.76,41.3,34.45,14.33,12.97,21.21,18.52,10.42,8.52,24.36,22.73,34.79,31.24,13.91,13.79,6.85,6.27,3.73,3.3,11.73,12.3,17.88,18.06,0.44,0.42,0.36,0.36,0.47,0.46,0.49,0.49,0.66,0.69
2015,iowa-state,17.94,9.15,27.76,25.52,57.82,60.97,7.79,7.42,21.3,21.12,19.97,18.09,36.52,39.85,15.06,10.82,21.64,14.79,8.3,9.33,24.88,22.39,33.18,31.73,16.18,14.33,6.33,5.64,3.76,3.3,11.03,12.61,15.52,19.18,0.48,0.42,0.37,0.34,0.55,0.45,0.55,0.48,0.69,0.72
2015,alabama-birmingham,1.94,1.62,24.12,24.24,56.09,57.65,5.5,6.06,16.56,18.68,18.62,18.18,39.53,38.97,15.12,13.15,20.41,19.21,10.15,10.18,23.09,21.32,33.24,31.5,14.41,12.06,6.62,6.18,5.18,3.85,13.32,13.15,17.62,18.47,0.43,0.42,0.34,0.33,0.47,0.47,0.48,0.47,0.73,0.67
2015,iowa,15.83,8.39,23.69,21.91,55.5,55.88,5.66,6.59,17.03,20.38,18.03,15.31,38.47,35.5,16.38,11.47,21.97,16.31,10.78,9.28,23.72,21.0,34.5,30.28,14.38,11.81,6.59,6.09,4.69,3.59,10.97,11.84,15.88,18.16,0.43,0.39,0.34,0.32,0.47,0.44,0.48,0.45,0.74,0.71
2015,davidson,11.97,3.19,28.29,25.13,60.03,57.06,10.87,5.65,27.39,18.77,17.42,19.48,32.65,38.29,12.45,13.06,17.52,20.52,8.9,9.65,23.71,22.03,32.61,31.68,17.23,12.61,5.48,5.13,2.87,3.94,9.45,11.68,18.9,18.16,0.47,0.44,0.4,0.29,0.54,0.51,0.56,0.49,0.69,0.64
2015,gonzaga,21.12,5.12,28.62,21.68,54.59,56.38,7.12,5.62,17.44,17.32,21.5,16.06,37.15,39.06,14.76,11.94,21.32,18.09,8.74,8.74,25.59,17.97,34.32,26.71,16.5,9.74,6.21,5.62,3.35,2.18,10.44,11.32,17.06,19.76,0.52,0.39,0.42,0.32,0.58,0.41,0.59,0.44,0.7,0.65
2015,north-dakota-state,-1.72,-3.62,22.31,21.78,51.84,52.12,6.88,6.44,18.09,17.38,15.44,15.34,33.75,34.75,13.03,11.53,18.81,15.53,7.34,6.09,23.78,22.97,31.12,29.06,9.69,11.16,4.78,4.56,3.75,2.41,9.66,10.38,15.06,17.25,0.43,0.42,0.37,0.36,0.46,0.45,0.5,0.48,0.69,0.73
2015,wisconsin,24.61,10.29,25.29,21.82,52.74,52.09,6.97,5.0,19.5,13.88,18.32,16.82,33.24,38.21,14.32,7.47,18.76,10.97,8.41,6.15,22.74,19.12,31.15,25.26,12.71,8.88,4.53,3.97,3.5,1.97,7.26,9.85,12.03,18.03,0.48,0.42,0.36,0.37,0.55,0.44,0.55,0.47,0.77,0.64
2015,coastal-carolina,-1.01,-6.18,24.48,20.94,55.79,53.64,6.7,7.0,18.82,21.82,17.79,13.94,36.97,31.82,16.03,12.79,23.3,18.3,11.39,7.82,25.21,20.06,36.61,27.88,11.39,11.21,7.03,5.79,3.33,2.64,11.85,11.79,16.52,19.03,0.44,0.39,0.37,0.33,0.48,0.43,0.5,0.46,0.69,0.7
2015,oregon,11.43,7.65,27.56,25.09,59.74,59.56,7.29,6.32,20.24,19.18,20.26,18.76,39.5,40.38,13.15,14.24,17.29,20.5,9.0,9.68,24.21,21.76,33.21,31.44,14.24,11.97,5.74,5.59,4.32,2.74,11.62,11.41,18.32,17.47,0.46,0.42,0.37,0.33,0.51,0.47,0.52,0.48,0.77,0.69
2015,oklahoma-state,12.95,9.63,22.77,20.84,51.84,52.26,6.97,5.68,19.94,16.74,15.81,15.16,31.9,35.52,14.81,14.97,20.39,21.9,7.58,9.71,22.32,21.97,29.9,31.68,11.45,11.06,7.9,5.97,5.03,3.42,12.06,13.58,19.23,18.42,0.44,0.4,0.35,0.33,0.5,0.43,0.51,0.46,0.72,0.68
2015,arkansas,14.06,6.79,27.41,24.24,61.26,56.29,6.68,6.24,19.06,17.65,20.74,18.0,42.21,38.65,16.53,15.44,22.82,21.65,11.47,9.88,21.47,21.91,32.94,31.79,16.15,12.56,7.76,5.53,4.76,2.94,11.68,15.62,18.94,19.29,0.45,0.43,0.35,0.36,0.49,0.47,0.5,0.49,0.72,0.71
2015,wofford,2.56,-2.98,23.53,21.03,51.32,50.44,6.32,5.0,16.82,16.21,17.21,16.03,34.5,34.24,13.62,12.74,19.76,18.03,7.79,7.41,21.85,20.76,29.65,28.18,13.35,8.94,6.56,5.29,2.53,3.26,10.62,12.59,16.88,18.65,0.46,0.42,0.37,0.31,0.5,0.47,0.52,0.47,0.67,0.7
2015,north-carolina,20.63,11.76,29.11,23.37,61.26,58.74,4.77,6.49,13.83,21.8,24.34,16.89,47.43,36.94,14.91,15.17,21.31,22.09,11.8,10.06,25.51,18.89,37.31,28.94,17.74,12.2,6.66,6.69,4.4,4.06,12.31,12.26,19.26,18.17,0.48,0.4,0.35,0.3,0.51,0.46,0.52,0.46,0.71,0.69
2015,harvard,4.47,-0.25,22.41,20.24,51.48,50.69,4.86,5.48,13.76,16.72,17.55,14.76,37.72,33.97,14.48,11.28,20.31,16.69,9.21,7.21,22.9,19.79,32.1,27.0,12.93,10.59,7.03,5.34,4.59,2.93,11.48,12.34,15.72,18.03,0.44,0.4,0.36,0.33,0.47,0.44,0.49,0.45,0.72,0.67
2015,xavier,15.42,9.48,26.03,23.94,55.0,54.76,6.29,7.12,18.03,20.38,19.74,16.82,36.97,34.38,15.21,12.65,20.97,18.85,8.5,7.94,23.82,20.59,32.32,28.53,16.38,13.0,6.09,6.5,2.85,3.71,11.97,12.74,18.0,19.97,0.48,0.44,0.35,0.34,0.54,0.49,0.53,0.5,0.72,0.65
2015,mississippi,11.39,7.01,24.62,22.12,57.81,55.34,6.47,7.66,19.12,21.97,18.16,14.47,38.69,33.38,16.91,15.59,21.72,22.78,10.12,9.78,23.5,20.97,33.62,30.75,12.81,13.91,6.59,5.03,3.69,3.62,11.19,12.47,19.56,18.69,0.43,0.4,0.35,0.35,0.47,0.44,0.49,0.47,0.78,0.66
2015,baylor,17.84,9.33,24.06,21.7,55.48,54.0,6.94,5.79,18.39,19.3,17.12,15.91,37.09,34.7,14.42,11.15,21.52,17.27,13.15,9.48,23.12,19.03,36.27,28.52,14.64,15.15,7.91,6.39,3.97,4.06,12.42,12.18,16.73,18.18,0.44,0.41,0.38,0.3,0.46,0.47,0.5,0.46,0.67,0.62
2015,georgia-state,5.47,-2.03,25.88,20.21,53.88,53.0,4.94,7.18,14.91,22.27,20.94,13.03,38.97,30.73,15.27,14.61,21.0,20.7,8.12,10.21,21.94,19.97,30.06,30.18,13.64,12.64,9.09,4.67,4.21,2.39,10.42,14.85,18.39,17.76,0.48,0.38,0.32,0.32,0.54,0.42,0.53,0.45,0.72,0.7
2015,virginia-commonwealth,12.79,6.1,24.91,22.69,59.31,52.43,8.09,6.37,23.66,18.54,16.83,16.31,35.66,33.89,14.57,13.77,22.23,19.83,10.63,8.51,21.89,24.83,32.51,33.34,12.63,12.89,9.66,5.86,4.31,3.34,10.4,15.57,19.23,18.71,0.42,0.44,0.33,0.34,0.47,0.48,0.49,0.5,0.66,0.69
2015,ohio-state,19.68,7.37,27.76,22.52,57.15,55.55,6.82,6.7,18.33,21.03,20.94,15.82,38.82,34.52,13.48,10.61,19.88,15.21,9.88,9.39,23.27,20.48,33.15,29.88,15.42,12.91,7.79,5.03,5.09,2.85,11.21,14.12,16.03,17.97,0.49,0.41,0.37,0.32,0.54,0.46,0.55,0.47,0.67,0.71
2015,arizona,24.33,7.41,26.71,20.18,54.56,51.53,5.06,5.32,14.06,16.21,21.65,14.85,40.5,35.32,17.97,12.94,25.71,18.71,9.76,5.76,25.35,19.21,35.12,24.97,14.21,9.88,7.18,4.68,3.59,2.56,11.12,13.76,17.88,21.03,0.49,0.39,0.36,0.33,0.53,0.42,0.53,0.45,0.7,0.68
2015,texas-southern,-5.98,-6.09,23.35,25.0,52.62,56.76,5.29,5.53,16.53,16.18,18.06,19.47,36.09,40.59,16.18,11.91,24.44,18.5,9.03,9.71,21.29,20.62,30.32,30.32,10.88,12.0,6.15,6.47,3.12,3.79,12.62,12.18,17.35,20.71,0.44,0.44,0.32,0.34,0.5,0.49,0.5,0.49,0.65,0.64
2016,north-carolina,23.44,10.69,30.79,24.65,64.32,60.15,5.38,7.71,17.15,21.41,25.41,16.94,47.18,38.74,15.29,12.5,20.74,17.88,12.68,9.32,25.79,19.62,38.47,28.94,18.0,11.26,6.88,5.76,4.38,3.09,10.76,12.71,17.91,18.15,0.48,0.41,0.32,0.36,0.54,0.44,0.52,0.47,0.74,0.7
